NR.Region,NR.District,Area,Other.Area,Plan.URL,Plan.Type,Plan.Name,Date,Publisher,BC.Park,National.Park,Connectivity.Reference,Connectivity.Management.Strategy,Connectivity.Defined,Connectivity.Pages,Connectivity.Information,OGWG_Connectivity.Practices.Addressed,OGWG_Connectivity.LegalTools.Methods.Implement.Practices,OGWG_Connectivity.Additional.Info,Connectivity.References,Connectivity.Ref.Diag1,Connectivity.Ref.Diag2,Connectivity.Ref.Diag3,Connectivity.Ref.Diag4,Connectivity.Ref.Diag5,Connectivity.Appendices,Connectivity.Corridor.Reference,Corridor.Reference,Corridor.Management.Strategy,Corridor.Defined,Corridor.Pages,Corridor.Information,OGWG_Corridor.Practices.Addressed,OGWG_Corridor.LegalTools.Methods.Implement.Practices,OGWG_Corridor.Additional.Info,Corridor.References,Corridor.Ref.Diag1,Corridor.Ref.Diag2,Corridor.Ref.Diag3,Corridor.Appendices,WildlifeMovement.Information,Network.Reference,Network.Management.Strategy,Network.Defined,Network.Pages,Network.Type,Network.Information,OGWG_Network.Practices.Addressed,OGWG_Network.LegalTools.Methods.Implement.Practices,OGWG_Network.Additional.Info,Network.References,Network.Ref.Diag1,Network.Ref.Diag2,Network.Ref.Diag3,Network.Appendices
West Coast,South Island,"Sproat Lake, Cous,
Nahmint",NA,https://www2.gov.bc.ca/assets/gov/farming-natural-resources-and-industry/forestry/bc-timber-sales/environmental-stewardship-sustainability/forest-stewardship-plans/strait-of-georgia/west-coast-fsp-892/2023_west_coast_fsp892_signed.pdf,Forest Stewardship Plan (FSP),2023 West Coast Forest Stewardship Plan,2023,BC Timber Sales,No,No,No,No,No,NA,"Connectivity is not mentioned.

No management objectives or strategies referring to wildlife/habitat connectivity.
",NA,NA,Please see comment for BCTS Seaward-Tlasta - operational plans may not have value in this exercise as FSPs just compile/reference higher level plans and don't attempt to address connectivity/corridors/conservation networks. ,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,NA,"Wildlife/ecological corridors not mentioned.

No management objectives or strategies referring to ecological corridors.",NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,No mention of ecological networks or their management.,NA,NA,NA,NA,NA,NA,NA,NA
West Coast,South Island,"Rosewall, Little Qualicum, Nanaimo, Chemainus, Cowichan, Koksilah, Gordon, Loss/San Juan, Nitinat",NA,https://www2.gov.bc.ca/assets/gov/farming-natural-resources-and-industry/forestry/bc-timber-sales/environmental-stewardship-sustainability/forest-stewardship-plans/strait-of-georgia/pacific-maritime-fsp-943/pacific_maritime_fsp_943_signed.pdf,Forest Stewardship Plan (FSP),Pacific Maritime Forest Stewardship Plan,2023,BC Timber Sales,No,No,No,No,No,NA,"Connectivity is not mentioned.

No management objectives or strategies referring to wildlife/habitat connectivity.
",NA,NA,Please see comment for BCTS Seaward-Tlasta - operational plans may not have value in this exercise as FSPs just compile/reference higher level plans and don't attempt to address connectivity/corridors/conservation networks. ,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,NA,"Wildlife/ecological corridors not mentioned.

No management objectives or strategies referring to ecological corridors.",NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,No mention of ecological networks or their management.,NA,NA,NA,NA,NA,NA,NA,NA
West Coast,Haida Gwaii,Haida Gwaii,NA,https://www2.gov.bc.ca/assets/gov/farming-natural-resources-and-industry/forestry/bc-timber-sales/environmental-stewardship-sustainability/forest-stewardship-plans/chinook/tch_bcts_haida_gwaii_fsp_768_august_30_2019.pdf,Forest Stewardship Plan (FSP),Haida Gwaii Natural Resource District Forest Stewardship Plan,2019,BC Timber Sales,No,No,No,No,No,NA,"Connectivity is not mentioned.

No management objectives or strategies referring to wildlife/habitat connectivity.

Management strategy for cedar retention: ""cedar retention areas will have an area ? 1.0 ha and be large and contiguous to the extent practicable. Cedar retention areas will have a range of diameters representative of the pre-harvest stand as prescribed by a Qualified Professional.""",NA,NA,Please see comment for BCTS Seaward-Tlasta - operational plans may not have value in this exercise as FSPs just compile/reference higher level plans and don't attempt to address connectivity/corridors/conservation networks. ,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,NA,"Wildlife/ecological corridors not mentioned.

No management objectives or strategies referring to ecological corridors.",NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,No mention of ecological networks or their management.,NA,NA,NA,NA,NA,NA,NA,NA
West Coast,Campbell River,Nootka,Artlish Caves Park,https://nrs.objectstore.gov.bc.ca/kuwyyf/artlish_caves_pk_mds_20030901_7ee37c2ad1.pdf,Management Direction Statement for a Protected Area or Provincial Park,Artlish Caves Park Management Direction Statement,2003,BC Government,Yes,No,No,No,No,NA,"Connectivity is not mentioned.

No management objectives or strategies referring to wildlife/habitat connectivity.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,No,"pp. 4, 8.","Plan states the park is recognized to provide winter habitat and a migration corridor for Roosevelt elk, a blue-listed species; related management strategy (not referencing corridors): ""direct helicopter access to landing site outside the park boundary along the north-western (Canfor) logging road subject to an impact assessment with emphasis on elk habitat and use.""

No management objectives/strategies concerning ecological corridors.

Corridors are not defined or supported with citations.",NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,No mention of ecological networks or their management.,NA,NA,NA,NA,NA,NA,NA,NA
West Coast,South Island,Von Donop,Boyle Point Park,https://nrs.objectstore.gov.bc.ca/kuwyyf/boyle_point_pk_mp_19901211_397d73c4d4.pdf,Management Plan for a Protected Area or Provincial Park,Boyle Point Park Management Plan,1990,BC Government,Yes,No,No,No,No,NA,"Connectivity is not mentioned.

No management objectives or strategies referring to wildlife/habitat connectivity.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,NA,"Wildlife/ecological corridors not mentioned.

No management objectives or strategies referring to ecological corridors.",NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,No mention of ecological networks or their management.,NA,NA,NA,NA,NA,NA,NA,NA
West Coast,South Island,Saanich/South Gulf Islands,Burgoyne Bay Park,https://nrs.objectstore.gov.bc.ca/kuwyyf/burgoyne_bay_pk_mp_20150324_f2068f527d.pdf,Management Plan for a Protected Area or Provincial Park,Burgoyne Bay Park Management Plan,2015,BC Government,Yes,No,No,No,No,NA,"Connectivity is not mentioned.

No management objectives or strategies referring to wildlife/habitat connectivity.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,NA,"Wildlife/ecological corridors not mentioned.

No management objectives or strategies referring to ecological corridors.",NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,Yes,pg. 65.,Network of Protected Areas for Garry Oak,"Established mnagement objective: protection of ecosystems and essential characteristics; subsequent strategy: ""secure high priority sites towards the establishment of a network of protected areas that represent the full diversity of Garry oak and associated ecosystems throughout their geographic range in Canada that are of sufficient size and appropriately situated to sustain essential ecosystems characteristics over the long term.""

Ecological corridors are not referenced or managed for otherwise.",NA,NA,NA,Garry Oak Ecosystem Recovery Team (GOERT) - identified five strategic approaches for the recovery of Garry Oak ecosystems.,Garry Oak Ecosystem Recovery Team (GOERT),NA,NA,NA
West Coast,North Island - Central Coast,NA,Cape Scott Park,https://nrs.objectstore.gov.bc.ca/kuwyyf/cape_scott_pk_mp_20030901_e93ff294d5.pdf,Management Plan for a Protected Area or Provincial Park,Cape Scott Park Management Plan,2003,BC Government,Yes,No,Yes,No,No,pg. 35.,"Vancouver Island Land Use Plan (VILUP) established low intenstiy areas (from forestry development) that will recognize biodiversity connectivity as a priority.

Biodiversity connectivity with adjacent land bases is listed as an agency interest of BC Environment.

No management objectives or strategies concerning wildlife/habitat connectivity.

Connectivity is not defined.",NA,NA,NA,Vancouver Island Land Use Plan (VILUP) - plan references how the VILUP established low intenstiy areas (from forestry development) that recognize biodiversity connectivity.,Vancouver Island Land Use Plan (VILUP),NA,NA,NA,NA,NA,No,Yes,No,No,pg. 19.,"Plan's listed marine and aquatic values: ""the islands are... [located] on the seasonal migratory corridor of Gray Whale.""

No management objectives or strategies for maintaining ecological corridors.

Corridors are not defined or supported with citations.",NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,No mention of ecological networks or their management.,NA,NA,NA,NA,NA,NA,NA,NA
West Coast,Campbell River,Nootka,Elk Falls Park,https://nrs.objectstore.gov.bc.ca/kuwyyf/elk_falls_pk_mp_19860515_13a65ad12a.pdf,Management Plan for a Protected Area or Provincial Park,Elk Falls Park Management Plan,1986,BC Government,Yes,No,No,No,No,NA,"Connectivity is not mentioned.

No management objectives or strategies referring to wildlife/habitat connectivity.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,NA,"Wildlife/ecological corridors not mentioned.

No management objectives or strategies referring to ecological corridors.",NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,No mention of ecological networks or their management.,NA,NA,NA,NA,NA,NA,NA,NA
West Coast,South Island,Arrowsmith,Drumbeg and Gabriola Sands Parks,https://nrs.objectstore.gov.bc.ca/kuwyyf/drumbeg_pk_gabriola_sands_pk_mp_19870801_0780f1acca.pdf,Management Plan for a Protected Area or Provincial Park,Drumbeg and Gabriola Sands Master Plan,1987,BC Government,Yes,No,No,No,No,NA,"Connectivity is not mentioned.

No management objectives or strategies referring to wildlife/habitat connectivity.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,NA,"Wildlife/ecological corridors not mentioned.

No management objectives or strategies referring to ecological corridors.",NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,No mention of ecological networks or their management.,NA,NA,NA,NA,NA,NA,NA,NA
West Coast,South Island,Saanich/South Gulf Islands,Dionisio Point Park,https://nrs.objectstore.gov.bc.ca/kuwyyf/dionisio_point_pk_mp_19950501_333a341716.pdf,Management Plan for a Protected Area or Provincial Park,Dionisio Point Park Management Plan,1995,BC Government,Yes,No,No,No,No,NA,"Connectivity is not mentioned.

No management objectives or strategies referring to wildlife/habitat connectivity.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,NA,"Wildlife/ecological corridors not mentioned.

No management objectives or strategies referring to ecological corridors.",NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,No mention of ecological networks or their management.,NA,NA,NA,NA,NA,NA,NA,NA
West Coast,South Island,Clayoquot,"Fossli, Sproat Lake, Taylor Arm Parks",https://nrs.objectstore.gov.bc.ca/kuwyyf/fossli_taylor_arm_sproat_lake_pk_mp_19890519_480da53089.pdf,Management Plan for a Protected Area or Provincial Park,"Fossli, Sproat Lake, Taylor Arm Park Management Plan",1989,BC Government,Yes,No,No,No,No,NA,"Connectivity is not mentioned.

No management objectives or strategies referring to wildlife/habitat connectivity.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,NA,"Wildlife/ecological corridors not mentioned.

No management objectives or strategies referring to ecological corridors.",NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,No mention of ecological networks or their management.,NA,NA,NA,NA,NA,NA,NA,NA
West Coast,South Island,Von Donop,"Fillongley, Tribune Bay, Helliwell, Sandy Island Parks",https://nrs.objectstore.gov.bc.ca/kuwyyf/fillongley_tribune_bay_helliwell_sandy_island_pk_mp_19870901_e8ef38f8a9.pdf,Management Plan for a Protected Area or Provincial Park,"Fillongley, Tribune Bay, Helliwell, Sandy Island Park Management Plan",1987,BC Government,Yes,No,No,No,No,NA,"Connectivity is not mentioned.

No management objectives or strategies referring to wildlife/habitat connectivity.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,NA,"Wildlife/ecological corridors not mentioned.

No management objectives or strategies referring to ecological corridors.",NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,No mention of ecological networks or their management.,NA,NA,NA,NA,NA,NA,NA,NA
West Coast,South Island,Juan de Fuca,Goldstream Park,https://nrs.objectstore.gov.bc.ca/kuwyyf/goldstream_pk_mp_19930614_816429b83d.pdf,Management Plan for a Protected Area or Provincial Park,Goldstream Park Management Plan,1993,BC Government,Yes,No,No,No,No,NA,"Connectivity is not mentioned.

No management objectives or strategies referring to wildlife/habitat connectivity.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,NA,"Wildlife/ecological corridors not mentioned.

No management objectives or strategies referring to ecological corridors.",NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,No mention of ecological networks or their management.,NA,NA,NA,NA,NA,NA,NA,NA
West Coast,South Island,Cowichan,Gordon Bay Park,https://nrs.objectstore.gov.bc.ca/kuwyyf/gordon_bay_pk_mp_19951129_9f2027affa.pdf,Management Plan for a Protected Area or Provincial Park,Gordon Bay Park Management Plan,1995,BC Government,Yes,No,No,No,No,NA,"Connectivity is not mentioned.

No management objectives or strategies referring to wildlife/habitat connectivity.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,NA,"Wildlife/ecological corridors not mentioned.

No management objectives or strategies referring to ecological corridors.",NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,No mention of ecological networks or their management.,NA,NA,NA,NA,NA,NA,NA,NA
