NR.Region,NR.District,Area,Other.Area,Plan.URL,Plan.Type,Plan.Name,Date,Publisher,BC.Park,National.Park,Connectivity.Reference,Connectivity.Management.Strategy,Connectivity.Defined,Connectivity.Pages,Connectivity.Information,OGWG_Connectivity.Practices.Addressed,OGWG_Connectivity.LegalTools.Methods.Implement.Practices,OGWG_Connectivity.Additional.Info,Connectivity.References,Connectivity.Ref.Diag1,Connectivity.Ref.Diag2,Connectivity.Ref.Diag3,Connectivity.Ref.Diag4,Connectivity.Ref.Diag5,Connectivity.Appendices,Connectivity.Corridor.Reference,Corridor.Reference,Corridor.Management.Strategy,Corridor.Defined,Corridor.Pages,Corridor.Information,OGWG_Corridor.Practices.Addressed,OGWG_Corridor.LegalTools.Methods.Implement.Practices,OGWG_Corridor.Additional.Info,Corridor.References,Corridor.Ref.Diag1,Corridor.Ref.Diag2,Corridor.Ref.Diag3,Corridor.Appendices,WildlifeMovement.Information,Network.Reference,Network.Management.Strategy,Network.Defined,Network.Pages,Network.Type,Network.Information,OGWG_Network.Practices.Addressed,OGWG_Network.LegalTools.Methods.Implement.Practices,OGWG_Network.Additional.Info,Network.References,Network.Ref.Diag1,Network.Ref.Diag2,Network.Ref.Diag3,Network.Appendices
South Coast,Sunshine Coast,Sunshine Coast,Roberts Creek Park,https://nrs.objectstore.gov.bc.ca/kuwyyf/roberts_creek_pk_mp_19811101_da8ab3e54a.pdf,Management Plan for a Protected Area or Provincial Park,Roberts Creek Park Master Plan,1981,BC Government,Yes,No,No,No,No,NA,"No mention of connectivity.

No management objectives/strategies concerning landscape connectivity.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,NA,"Wildlife/ecological corridors not mentioned.

No management objectives or strategies referring to ecological corridors.",NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,Ecological networks are not referenced or managed for in this plan.,NA,NA,NA,NA,NA,NA,NA,NA
South Coast,Sunshine Coast,Sunshine Coast,Sargeant Bay Park,https://nrs.objectstore.gov.bc.ca/kuwyyf/sargeant_bay_pk_mp_19910318_682e9c4a51.pdf,Management Plan for a Protected Area or Provincial Park,Sargeant Bay Park Management Plan,1991,BC Government,Yes,No,No,No,No,NA,"No mention of connectivity.

No management objectives/strategies concerning landscape connectivity.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,NA,"Wildlife/ecological corridors not mentioned.

No management objectives or strategies referring to ecological corridors.",NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,Ecological networks are not referenced or managed for in this plan.,NA,NA,NA,NA,NA,NA,NA,NA
South Coast,Sunshine Coast,Sunshine Coast,Porpoise Bay Park,https://nrs.objectstore.gov.bc.ca/kuwyyf/porpoise_bay_pk_mp_19810109_c1f38c5b9d.pdf,Management Plan for a Protected Area or Provincial Park,Porpoise Bay Park Master Plan,1981,BC Government,Yes,No,No,No,No,NA,"No mention of connectivity.

No management objectives/strategies concerning landscape connectivity.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,NA,"Wildlife/ecological corridors not mentioned.

No management objectives or strategies referring to ecological corridors.",NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,Ecological networks are not referenced or managed for in this plan.,NA,NA,NA,NA,NA,NA,NA,NA
South Coast,Sunshine Coast,Sunshine Coast,Garden Bay Park,https://nrs.objectstore.gov.bc.ca/kuwyyf/garden_bay_marine_pa_mp_19921120_de77caa0ec.pdf,Management Plan for a Protected Area or Provincial Park,Garden Bay Marine Park Management Plan,1992,BC Government,Yes,No,No,No,No,NA,"No mention of connectivity.

No management objectives/strategies concerning landscape connectivity.

Established management intiative: ""reviewing non park lands to determine if connectivity the isolated section of the park to the main body warrants further action.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,NA,"Wildlife/ecological corridors not mentioned.

No management objectives or strategies referring to ecological corridors.",NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,Ecological networks are not referenced or managed for in this plan.,NA,NA,NA,NA,NA,NA,NA,NA
South Coast,Sunshine Coast,Sunshine Coast,Saltery Bay Park,https://nrs.objectstore.gov.bc.ca/kuwyyf/saltery_bay_pk_mp_19810626_f0269c455a.pdf,Management Plan for a Protected Area or Provincial Park,Saltery Bay Park Master Plan,1981,BC Government,Yes,No,No,No,No,NA,"No mention of connectivity.

No management objectives/strategies concerning landscape connectivity.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,NA,"Wildlife/ecological corridors not mentioned.

No management objectives or strategies referring to ecological corridors.",NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,Ecological networks are not referenced or managed for in this plan.,NA,NA,NA,NA,NA,NA,NA,NA
South Coast,Sunshine Coast,Vancouver,Halkett Bay Marine Park,https://nrs.objectstore.gov.bc.ca/kuwyyf/halkett_bay_marine_pa_mp_19891215_773d14348b.pdf,Management Plan for a Protected Area or Provincial Park,Halkett Bay Marine Park Management Plan,1989,BC Government,Yes,No,No,No,No,NA,"No mention of connectivity.

No management objectives/strategies concerning landscape connectivity.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,NA,"Wildlife/ecological corridors not mentioned.

No management objectives or strategies referring to ecological corridors.",NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,Ecological networks are not referenced or managed for in this plan.,NA,NA,NA,NA,NA,NA,NA,NA
South Coast,Sunshine Coast,Vancouver,Plumper Cover Marine Park,https://nrs.objectstore.gov.bc.ca/kuwyyf/plumper_cove_marine_pk_mp_19801201_124da703df.pdf,Management Plan for a Protected Area or Provincial Park,Plumper Cover Marine Park Management Plan,1980,BC Government,Yes,No,No,No,No,NA,"No mention of connectivity.

No management objectives/strategies concerning landscape connectivity.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,NA,"Wildlife/ecological corridors not mentioned.

No management objectives or strategies referring to ecological corridors.",NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,Ecological networks are not referenced or managed for in this plan.,NA,NA,NA,NA,NA,NA,NA,NA
South Coast,Sunshine Coast,Sunshine Coast,Simson Park,https://nrs.objectstore.gov.bc.ca/kuwyyf/simson_pk_mp_19870311_1caf62167c.pdf,Management Plan for a Protected Area or Provincial Park,Simson Park Management Plan,1987,BC Government,Yes,No,No,No,No,NA,"No mention of connectivity.

No management objectives/strategies concerning landscape connectivity.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,NA,"Wildlife/ecological corridors not mentioned.

No management objectives or strategies referring to ecological corridors.",NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,Ecological networks are not referenced or managed for in this plan.,NA,NA,NA,NA,NA,NA,NA,NA
South Coast,Sunshine Coast,Sunshine Coast,Smuggler Cove Marine Park,https://nrs.objectstore.gov.bc.ca/kuwyyf/smuggler_cove_marine_pk_mp_19850701_2adeadcdfa.pdf,Management Plan for a Protected Area or Provincial Park,Smuggler Cove Marine Park Management Plan,1985,BC Government,Yes,No,No,No,No,NA,"No mention of connectivity.

No management objectives/strategies concerning landscape connectivity.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,NA,"Wildlife/ecological corridors not mentioned.

No management objectives or strategies referring to ecological corridors.",NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,Ecological networks are not referenced or managed for in this plan.,NA,NA,NA,NA,NA,NA,NA,NA
South Coast,Sunshine Coast,Sunshine Coast,"Desolation Sound and Copeland Islands Marine Parks, Tux'wnech Okeover Arm Park",https://nrs.objectstore.gov.bc.ca/kuwyyf/desolation_sound_copeland_islands_marine_tux_wnech_okeover_arm_pa_mp_20080207_c1c8390922.pdf,Management Plan for a Protected Area or Provincial Park,"Management Plan for Desolation Sound and Copeland Islands Marine Parks and Tuxwnech 
Okeover Arm Provincial Park",2008,BC Government,Yes,No,No,No,No,NA,"No mention of connectivity.

No management objectives/strategies concerning landscape connectivity.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,NA,"Wildlife/ecological corridors not mentioned.

No management objectives or strategies referring to ecological corridors.",NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,Ecological networks are not referenced or managed for in this plan.,NA,NA,NA,NA,NA,NA,NA,NA
South Coast,Chilliwack,Vancouver,Cypress Park,https://nrs.objectstore.gov.bc.ca/kuwyyf/cypress_pk_mp_19970624_2041e875e2.pdf,Management Plan for a Protected Area or Provincial Park,Cypress Management Plan,1997,BC Government,Yes,No,No,No,No,NA,"No mention of connectivity.

No management objectives/strategies concerning landscape connectivity.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,NA,"Wildlife/ecological corridors not mentioned.

No management objectives or strategies referring to ecological corridors.",NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,Ecological networks are not referenced or managed for in this plan.,NA,NA,NA,NA,NA,NA,NA,NA
South Coast,Chilliwack,North Fraser,Emory Creek Park,https://nrs.objectstore.gov.bc.ca/kuwyyf/emory_creek_pk_mp_19841110_d16d102c71.pdf,Management Plan for a Protected Area or Provincial Park,Emory Creek Park Management Plan,1984,BC Government,Yes,No,No,No,No,NA,"No mention of connectivity.

No management objectives/strategies concerning landscape connectivity.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,NA,"Wildlife/ecological corridors not mentioned.

No management objectives or strategies referring to ecological corridors.",NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,Ecological networks are not referenced or managed for in this plan.,NA,NA,NA,NA,NA,NA,NA,NA
South Coast,Sea to Sky,Squamish,Garibaldi Park,https://nrs.objectstore.gov.bc.ca/kuwyyf/garibaldi_pk_mp_amendment_20140221_a02d260ffc.pdf,Management Plan for a Protected Area or Provincial Park,Garibaldi Park Management Plan,2014,BC Government,Yes,No,No,No,No,NA,"No mention of connectivity.

No management objectives/strategies concerning landscape connectivity.",Yes,Park Act,"Parks confer high level of protection and landscape connectivity is arguably being achieved. Note that this park has high recreation and tourism use through hiking trails and alpine camping and rock climbing.
The regional BC Parks planning manager agreed that showing draft OGMAs within parks helps illustrate the representation of old forest in the relevant LU and could inform future amendments to park management plans.",NA,NA,NA,NA,NA,NA,NA,No,Yes,No,No,pp. 4-5 (Appendix 1),"Plan includes a potential impact assessment for Mountain Goats in Garibaldi Park - speaks on migration corridors between suitable habitats and seasonal ranges.

This plan includes recommendations for habitat such as: 1) keeping helicopters 2000 m away, 2) maintaining a 500 m buffer around habitat for industrial/trail development, and 3) maintain a 100 m buffer between habitat and non-motorized recreational activities - not specific for movement corridors.

Corridors are not defined or supported with citations.",NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,Ecological networks are not referenced or managed for in this plan.,Yes,NA,Note - management practices are addressed but do not relate to networks.,NA,NA,NA,NA,NA
South Coast,Chilliwack,North Fraser,Golden Ears Park,https://nrs.objectstore.gov.bc.ca/kuwyyf/golden_ears_pk_mp_20131113_33b9b9cd2a.pdf,Management Plan for a Protected Area or Provincial Park,Golden Ears Park Management Plan,2013,BC Government,Yes,No,No,No,No,NA,"No mention of connectivity.

No management objectives/strategies concerning landscape connectivity.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,NA,"Wildlife/ecological corridors not mentioned.

No management objectives or strategies referring to ecological corridors.",NA,NA,NA,NA,NA,NA,NA,NA,"Established management objective: management of adjacent lands complements park objectives; subsequent strategy: ""work with BC Hydro to maintain water levels suitable for recreation and flows to enable fish migration.""",No,No,No,NA,NA,Ecological networks are not referenced or managed for in this plan.,NA,NA,NA,NA,NA,NA,NA,NA
South Coast,Chilliwack,North Fraser,Kilby Park,https://nrs.objectstore.gov.bc.ca/kuwyyf/kilby_pk_mp_19870812_604c35b400.pdf,Management Plan for a Protected Area or Provincial Park,Kilby Park Management Plan,1987,BC Government,Yes,No,No,No,No,NA,"No mention of connectivity.

No management objectives/strategies concerning landscape connectivity.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,NA,"Wildlife/ecological corridors not mentioned.

No management objectives or strategies referring to ecological corridors.",NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,Ecological networks are not referenced or managed for in this plan.,NA,NA,NA,NA,NA,NA,NA,NA
South Coast,Chilliwack,Vancouver,Peace Arch Park,https://nrs.objectstore.gov.bc.ca/kuwyyf/peace_arch_pk_mp_19790901_aaba8c1585.pdf,Management Plan for a Protected Area or Provincial Park,Peace Arch Park Management Plan,1979,BC Government,Yes,No,No,No,No,NA,"No mention of connectivity.

No management objectives/strategies concerning landscape connectivity.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,NA,"Wildlife/ecological corridors not mentioned.

No management objectives or strategies referring to ecological corridors.",NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,Ecological networks are not referenced or managed for in this plan.,NA,NA,NA,NA,NA,NA,NA,NA
South Coast,Chilliwack,North Fraser,Rolley Lake Park,https://nrs.objectstore.gov.bc.ca/kuwyyf/rolley_lake_mp_19790312_f211119aca.pdf,Management Plan for a Protected Area or Provincial Park,Rolley Lake Park Management Plan,1979,BC Government,Yes,No,No,No,No,NA,"No mention of connectivity.

No management objectives/strategies concerning landscape connectivity.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,NA,"Wildlife/ecological corridors not mentioned.

No management objectives or strategies referring to ecological corridors.",NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,Ecological networks are not referenced or managed for in this plan.,NA,NA,NA,NA,NA,NA,NA,NA
South Coast,Chilliwack,North Fraser,Sasquatch Park,https://nrs.objectstore.gov.bc.ca/kuwyyf/sasquatch_pk_mp_20020613_f65068b92e.pdf,Management Plan for a Protected Area or Provincial Park,Sasquatch Park Management Plan,2002,BC Government,Yes,No,No,No,No,NA,"No mention of connectivity.

No management objectives/strategies concerning landscape connectivity.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,NA,"Wildlife/ecological corridors not mentioned.

No management objectives or strategies referring to ecological corridors.",NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,Ecological networks are not referenced or managed for in this plan.,NA,NA,NA,NA,NA,NA,NA,NA
South Coast,Chilliwack,South Fraser,Silver Lake Park,https://nrs.objectstore.gov.bc.ca/kuwyyf/silver_lake_pk_mp_19901207_00fc8e9149.pdf,Management Plan for a Protected Area or Provincial Park,Silver Lake Park Management Plan,1990,BC Government,Yes,No,No,No,No,NA,"No mention of connectivity.

No management objectives/strategies concerning landscape connectivity.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,NA,"Wildlife/ecological corridors not mentioned.

No management objectives or strategies referring to ecological corridors.",NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,Ecological networks are not referenced or managed for in this plan.,NA,NA,NA,NA,NA,NA,NA,NA
South Coast,Chilliwack,South Fraser,Skagit Valley Park,https://nrs.objectstore.gov.bc.ca/kuwyyf/skagit_valley_pk_mp_19980130_b57c939ab6.pdf,Management Plan for a Protected Area or Provincial Park,Skagit Valley Park Management Plan,1998,BC Government,Yes,No,No,No,No,NA,"No mention of connectivity.

No management objectives/strategies concerning landscape connectivity.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,NA,"Wildlife/ecological corridors not mentioned.

No management objectives or strategies referring to ecological corridors.",NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,Ecological networks are not referenced or managed for in this plan.,NA,NA,NA,NA,NA,NA,NA,NA
South Coast,Chilliwack,North Fraser,Alexandra Bridge Park,https://nrs.objectstore.gov.bc.ca/kuwyyf/alexandra_bridge_pk_mp_19851219_1b48907d82.pdf,Management Plan for a Protected Area or Provincial Park,Alexandra Bridge Provincial Park Master Plan,1985,BC Government,Yes,No,No,No,No,NA,"No mention of connectivity.

No management objectives/strategies concerning landscape connectivity.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,NA,"Wildlife/ecological corridors not mentioned.

No management objectives or strategies referring to ecological corridors.",NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,Ecological networks are not referenced or managed for in this plan.,NA,NA,NA,NA,NA,NA,NA,NA
South Coast,Chilliwack,Vancouver,Apodaca Park,https://nrs.objectstore.gov.bc.ca/kuwyyf/apodaca_pk_mp_19831101_a9610a9ace.pdf,Management Plan for a Protected Area or Provincial Park,Apodaca Park Master Plan,1983,BC Government,Yes,No,No,No,No,NA,"No mention of connectivity.

No management objectives/strategies concerning landscape connectivity.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,NA,"Wildlife/ecological corridors not mentioned.

No management objectives or strategies referring to ecological corridors.",NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,Ecological networks are not referenced or managed for in this plan.,NA,NA,NA,NA,NA,NA,NA,NA
South Coast,"Sunshine Coast, Sea to Sky",Squamish,"Brakendale Eagles Park, Baynes Island Ecological Reserve",https://nrs.objectstore.gov.bc.ca/kuwyyf/brackendale_eagles_pk_baynes_island_er_tantalus_pk_mp_20120216_dadb2707b8.pdf,Management Plan for a Protected Area or Provincial Park,"Brackendale Eagles Park, Baynes Island Ecological Reserve, and Tantalus Park Management Plan",2012,Squamish Nation and BC Parks,Yes,No,No,No,No,NA,"No mention of connectivity.

No management objectives/strategies concerning landscape connectivity.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,NA,"Wildlife/ecological corridors not mentioned.

No management objectives or strategies referring to ecological corridors.",NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,Ecological networks are not referenced or managed for in this plan.,NA,NA,NA,NA,NA,NA,NA,NA
South Coast,Chilliwack,South Fraser,Coquihalla River,https://nrs.objectstore.gov.bc.ca/kuwyyf/coquihalla_river_ra_mp_198805001_bd04486ac8.pdf,Management Plan for a Protected Area or Provincial Park,Coquihalla River Master Plan,1988,BC Government,Yes,No,No,No,No,NA,"No mention of connectivity.

No management objectives/strategies concerning landscape connectivity.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,NA,"Wildlife/ecological corridors not mentioned.

No management objectives or strategies referring to ecological corridors.",NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,Ecological networks are not referenced or managed for in this plan.,NA,NA,NA,NA,NA,NA,NA,NA
South Coast,Sunshine Coast,NA,Francis Point Park and Ecological Reserve,https://nrs.objectstore.gov.bc.ca/kuwyyf/francis_point_pk_er_mp_20080527_0c3d32ae13.pdf,Management Plan for a Protected Area or Provincial Park,Management Plan for Francis Point Provincial Park and Ecological Reserve,2008,BC Government,Yes,No,No,No,No,NA,"No mention of connectivity.

No management objectives/strategies concerning landscape connectivity.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,NA,"Wildlife/ecological corridors not mentioned.

No management objectives or strategies referring to ecological corridors.",NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,No mention of ecological networks or their management.,NA,NA,NA,NA,NA,NA,NA,NA
South Coast,Sunshine Coast,NA,Homanthko Estuary,https://nrs.objectstore.gov.bc.ca/kuwyyf/homathko_estuary_pk_mds_19990610_95bde03871.pdf,Management Direction Statement for a Protected Area or Provincial Park,Management Direction Statement for Homathko Estuary Provincial Park,1999,BC Government,Yes,No,No,No,No,NA,"No mention of connectivity.

No management objectives/strategies concerning landscape connectivity.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,NA,"Wildlife/ecological corridors not mentioned.

No management objectives or strategies referring to ecological corridors.",NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,No mention of ecological networks or their management.,NA,NA,NA,NA,NA,NA,NA,NA
South Coast,Sea to Sky,NA,Kzuzált/Twin Two Conservancy,https://nrs.objectstore.gov.bc.ca/kuwyyf/kzuzalt_twin_two_cs_mp_20120315_10ae7921d0.pdf,Management Plan for a Protected Area or Provincial Park,Kzuzált/Twin Two Conservancy Management Plan,2012,Lil'wat Nation and BC Government,Yes,No,No,No,No,NA,"No mention of connectivity.

No management objectives/strategies concerning landscape connectivity.
",Yes,Park Act,"Conservancies confer high level of protection and landscape connectivity is arguably being achieved. Note that the mandate to establish this conservancy originates from the negotiated Land Use Planning Agreement associated with the Sea to Sky LRMP.
The regional BC Parks planning manager agreed that showing draft OGMAs within parks helps illustrate the representation of old forest in the relevant LU and could inform future amendments to park management plans.",NA,NA,NA,NA,NA,NA,NA,No,No,No,No,NA,"Wildlife/ecological corridors not mentioned.

No management objectives or strategies referring to ecological corridors.",NA,NA,NA,NA,NA,NA,NA,NA,The plan states that the Kzuzált/Twin Two Conservancy protects an entire watershed with a full range of elevations to accommodate the possible migration of species associated with climate change.,No,No,No,NA,NA,No mention of ecological networks or their management.,Yes,NA,Note - management practices are addressed but do not relate to networks.,NA,NA,NA,NA,NA
South Coast,Chilliwack,South Fraser,Liumchen Ecological Reserve,https://nrs.objectstore.gov.bc.ca/kuwyyf/liumchen_er_mds_20010406_9b6025bfe9.pdf,Management Direction Statement for a Protected Area or Provincial Park,Management Direction Statement for Liumchen Ecological Reserve,2001,BC Government,Yes,No,No,No,No,NA,"No mention of connectivity.

No management objectives/strategies concerning landscape connectivity.
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,NA,"Wildlife/ecological corridors not mentioned.

No management objectives or strategies referring to ecological corridors.",NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,No mention of ecological networks or their management.,NA,NA,NA,NA,NA,NA,NA,NA
South Coast,Sunshine Coast,NA,Malaspina,https://nrs.objectstore.gov.bc.ca/kuwyyf/malaspina_pk_mp_20080818_61b1e89962.pdf,Management Plan for a Protected Area or Provincial Park,Management Plan for Malaspina Provincial Park,2008,BC Government,Yes,No,No,No,No,NA,"No mention of connectivity.

No management objectives/strategies concerning landscape connectivity.
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,No,pp. 7-8.,"The plan states that one of Malaspina's conservation roles is that it contains recognized wildlife access corridors.

No management objectives/strategies involving ecological corridors.",NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,No mention of ecological networks or their management.,NA,NA,NA,NA,NA,NA,NA,NA
South Coast,Chilliwack,North Fraser,Mehatl Creek Park,https://nrs.objectstore.gov.bc.ca/kuwyyf/mehatl_creek_pk_mds_20020401_2f4c750e2e.pdf,Management Direction Statement for a Protected Area or Provincial Park,Management Direction Statement for Mehatl Creek,2002,BC Government,Yes,No,No,No,No,NA,"No mention of connectivity.

No management objectives/strategies concerning landscape connectivity.
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,No,"pp. 1, 3, 6-7.","The plan's section on Mehatl Creek's significance in the protected area system: ""connects the Stein Valley Nlaka pamux Heritage Park and Nahatlatch Park, creating a large protected wilderness area and valuable corridor between three watersheds.""

Established short term issue/concern: ""Integration of park planning and management with Nahatlatch and Stein Valley Nlaka pamux Heritage parks and the Nahatlatch IRMP to address the significance of the corridor within the protected areas system.""

No management objectives/strategies involving corridors.

Corridors are not defined or supported with citations.",NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,No mention of ecological networks or their management.,NA,NA,NA,NA,NA,NA,NA,NA
South Coast,Sea to Sky,NA,Mkwalts Conservancy,https://nrs.objectstore.gov.bc.ca/kuwyyf/mkwalts_cs_mp_20120315_576788c98a.pdf,Management Plan for a Protected Area or Provincial Park,Mkwalts Conservancy Conservancy Management Plan ,2012,Lil'wat Nation and BC Government,Yes,No,No,No,No,NA,"No mention of connectivity.

No management objectives/strategies concerning landscape connectivity.

""The conservancy connects the upland portion of the Ure Creek watershed within Garibaldi Park to the shoreline of Lillooet Lake.""",Yes,Park Act,"Conservancies confer high level of protection and landscape connectivity is arguably being achieved. Note that the mandate to establish this conservancy originates from the negotiated Land Use Planning Agreement associated with the Sea to Sky LRMP.
The regional BC Parks planning manager agreed that showing draft OGMAs within parks helps illustrate the representation of old forest in the relevant LU and could inform future amendments to park management plans.",NA,NA,NA,NA,NA,NA,NA,No,Yes,No,No,pg 12.,"The plan states that the conservancy protects a migration corridor for wide-ranging mammals from Garibaldi Park to Lillooet Lake - such as mountain goat and black-tailed deer.

No management objectives/strategies directly involving corridors.",NA,NA,NA,NA,NA,NA,NA,NA,"Plan's section on the significance of the park in the protected areas system: ""along with Garibaldi Park, protects an entire watershed with a full range of elevations to accommodate the possible migration of species associated with climate change. Species resilience to climate change is aided by the conservancys proximity to other protected areas.""",No,No,No,NA,NA,No mention of ecological networks or their management.,Yes,NA,Note - management practices are addressed but do not relate to networks.,NA,NA,NA,NA,NA
South Coast,Chilliwack,North Fraser,Nahatlatch Protected Area,https://nrs.objectstore.gov.bc.ca/kuwyyf/nahatlatch_pk_pa_mds_20020401_1e300b8f82.pdf,Management Direction Statement for a Protected Area or Provincial Park,"Management Direction Statementr for Nahatlatch Provincial Park and
Nahatlatch Protected Area",2002,BC Government,Yes,No,No,No,No,NA,"No mention of connectivity.

No management objectives/strategies concerning landscape connectivity.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,NA,"Wildlife/ecological corridors not mentioned.

No management objectives or strategies referring to ecological corridors.",NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,No mention of ecological networks or their management.,NA,NA,NA,NA,NA,NA,NA,NA
South Coast,Sea to Sky,NA,Qwalímak/Upper Birkenhead Conservancy ,https://nrs.objectstore.gov.bc.ca/kuwyyf/qwalimak_upper_birkenhead_cs_mp_20120315_9cf502fd06.pdf,Management Plan for a Protected Area or Provincial Park,Qwalímak/Upper Birkenhead Conservancy  Management Plan,2012,Lil'wat Nation and BC Government,Yes,No,No,No,No,NA,"No mention of connectivity.

No management objectives/strategies concerning landscape connectivity.",Yes,Park Act,"Conservancies confer high level of protection and landscape connectivity is arguably being achieved. Note that the mandate to establish this conservancy originates from the negotiated Land Use Planning Agreement associated with the Sea to Sky LRMP.
The regional BC Parks planning manager agreed that showing draft OGMAs within parks helps illustrate the representation of old forest in the relevant LU and could inform future amendments to park management plans.",NA,NA,NA,NA,NA,NA,NA,No,No,No,No,NA,"Wildlife/ecological corridors not mentioned.

No management objectives or strategies referring to ecological corridors.",NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,No mention of ecological networks or their management.,Yes,NA,Note - management practices are addressed but do not relate to networks.,NA,NA,NA,NA,NA
South Coast,Chilliwack,Vancouver,Say Nuth Khaw Yum / Indian Arm Provincial Park,https://nrs.objectstore.gov.bc.ca/kuwyyf/say_nuth_khaw_yum_indian_arm_pk_mp_20100201_e548753c4c.pdf,Management Plan for a Protected Area or Provincial Park,Park Management Plan: Say Nuth Khaw Yum / Indian Arm Provincial Park,2010,Say Nuth Khaw Yum /  Indian Arm Provincial Park Management Board and BC Government,Yes,No,No,No,No,NA,"No mention of connectivity.

No management objectives/strategies concerning landscape connectivity.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,NA,"Wildlife/ecological corridors not mentioned.

No management objectives or strategies referring to ecological corridors.",NA,NA,NA,NA,NA,NA,NA,NA,"Established management objective: ""adjust park boundaries to follow the natural boundaries of watershed units; subsequent strategy: ""consider wildlife movement and habitat requirements in park boundary adjustments.""",No,No,No,NA,NA,No mention of ecological networks or their management.,NA,NA,NA,NA,NA,NA,NA,NA
